Explanation,Bounds
"['Al > 0.26', '0.34 < Na <= 0.40', '0.65 < Mg <= 0.78', 'RI <= 0.30', 'Ba <= 0.00', 'K > 0.02', 'Si > 0.39']","[[0.       0.3     ]
 [0.340001 0.4     ]
 [0.650001 0.78    ]
 [0.260001 1.      ]
 [0.390001 1.      ]
 [0.020001 1.      ]
 [0.       1.      ]
 [0.       0.      ]
 [0.       1.      ]]"
"['Al > 0.26', '0.34 < Na <= 0.40', 'Mg > 0.65', 'RI <= 0.30', 'Si > 0.52']","[[0.       0.3     ]
 [0.340001 0.4     ]
 [0.650001 1.      ]
 [0.260001 1.      ]
 [0.520001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.40', 'Fe > 0.06', 'Na <= 0.40', 'RI > 0.30']","[[0.300001 1.      ]
 [0.       0.4     ]
 [0.       1.      ]
 [0.400001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.26', 'Na <= 0.40', 'Mg > 0.65', 'Si > 0.57', 'K <= 0.10']","[[0.       1.      ]
 [0.       0.4     ]
 [0.650001 1.      ]
 [0.260001 1.      ]
 [0.570001 1.      ]
 [0.       0.1     ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', 'Na <= 0.40', 'Fe > 0.06']","[[0.       1.      ]
 [0.       0.4     ]
 [0.       1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.33', 'Na <= 0.40', 'Mg > 0.65', 'K > 0.10']","[[0.       1.      ]
 [0.       0.4     ]
 [0.650001 1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.100001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.40', 'Na <= 0.40', 'Fe > 0.06']","[[0.       1.      ]
 [0.       0.4     ]
 [0.       1.      ]
 [0.400001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.33', 'K > 0.02', '0.39 < Si <= 0.57', 'Ca > 0.37']","[[0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.330001 1.      ]
 [0.390001 0.57    ]
 [0.020001 1.      ]
 [0.370001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.40', 'Ba <= 0.00', '0.02 < K <= 0.10', 'Na <= 0.34']","[[0.       1.      ]
 [0.       0.34    ]
 [0.       1.      ]
 [0.400001 1.      ]
 [0.       1.      ]
 [0.020001 0.1     ]
 [0.       1.      ]
 [0.       0.      ]
 [0.       1.      ]]"
"['Fe > 0.06', '0.39 < Si <= 0.57', 'Al <= 0.40', 'Mg <= 0.81']","[[0.       1.      ]
 [0.       1.      ]
 [0.       0.81    ]
 [0.       0.4     ]
 [0.390001 0.57    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.26', 'Na <= 0.40', 'Mg > 0.65', 'RI <= 0.30', 'Ca <= 0.30', 'Si > 0.57']","[[0.       0.3     ]
 [0.       0.4     ]
 [0.650001 1.      ]
 [0.260001 1.      ]
 [0.570001 1.      ]
 [0.       1.      ]
 [0.       0.3     ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', 'Ca <= 0.26', 'Mg > 0.78']","[[0.       1.      ]
 [0.       1.      ]
 [0.780001 1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.26    ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', 'Na <= 0.40', 'Mg > 0.65', 'RI <= 0.42']","[[0.       0.42    ]
 [0.       0.4     ]
 [0.650001 1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.40', 'Ba <= 0.00', 'Fe > 0.06', 'RI > 0.23']","[[0.230001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.400001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.      ]
 [0.060001 1.      ]]"
"['Al > 0.26', 'Na <= 0.40', 'Mg > 0.65', 'RI <= 0.30', '0.26 < Ca <= 0.30', 'K <= 0.10']","[[0.       0.3     ]
 [0.       0.4     ]
 [0.650001 1.      ]
 [0.260001 1.      ]
 [0.       1.      ]
 [0.       0.1     ]
 [0.260001 0.3     ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', 'Na <= 0.40', 'Fe > 0.06']","[[0.       1.      ]
 [0.       0.4     ]
 [0.       1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.26', 'Ca <= 0.26', 'Si > 0.57']","[[0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.260001 1.      ]
 [0.570001 1.      ]
 [0.       1.      ]
 [0.       0.26    ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', 'Na <= 0.40', 'Mg > 0.65', 'K > 0.10']","[[0.       1.      ]
 [0.       0.4     ]
 [0.650001 1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.100001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', 'Na <= 0.40', 'Mg > 0.65', 'K > 0.10']","[[0.       1.      ]
 [0.       0.4     ]
 [0.650001 1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.100001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', 'Fe > 0.06', 'Ca <= 0.30']","[[0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.3     ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.33', 'Mg > 0.65', 'RI <= 0.30']","[[0.       0.3     ]
 [0.       1.      ]
 [0.650001 1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', '0.08 < K <= 0.10', 'RI <= 0.30']","[[0.       0.3     ]
 [0.       1.      ]
 [0.       1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.080001 0.1     ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.33', 'Na <= 0.40', 'Fe > 0.06']","[[0.       1.      ]
 [0.       0.4     ]
 [0.       1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.26', 'Ca <= 0.26', 'Fe > 0.06']","[[0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.260001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.26    ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.26', 'Ba <= 0.00', '0.39 < Si <= 0.57', 'Ca > 0.37', 'Na > 0.34']","[[0.       1.      ]
 [0.340001 1.      ]
 [0.       1.      ]
 [0.260001 1.      ]
 [0.390001 0.57    ]
 [0.       1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       1.      ]]"
"['Al > 0.26', 'Na <= 0.40', 'Fe > 0.06']","[[0.       1.      ]
 [0.       0.4     ]
 [0.       1.      ]
 [0.260001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.33', 'Fe > 0.06', 'K > 0.08']","[[0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.080001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.33', 'Na <= 0.40', 'Fe > 0.06']","[[0.       1.      ]
 [0.       0.4     ]
 [0.       1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.26', 'Na <= 0.40', 'Mg > 0.78', 'Si > 0.57']","[[0.       1.      ]
 [0.       0.4     ]
 [0.780001 1.      ]
 [0.260001 1.      ]
 [0.570001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.26', 'Fe > 0.06', 'Na <= 0.40']","[[0.       1.      ]
 [0.       0.4     ]
 [0.       1.      ]
 [0.260001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.26', '0.08 < K <= 0.10', 'RI <= 0.42', 'Si > 0.52', 'Mg <= 0.78']","[[0.       0.42    ]
 [0.       1.      ]
 [0.       0.78    ]
 [0.260001 1.      ]
 [0.520001 1.      ]
 [0.080001 0.1     ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.26', 'Fe > 0.06', 'K > 0.10']","[[0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.260001 1.      ]
 [0.       1.      ]
 [0.100001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.060001 1.      ]]"
"['Al > 0.33', 'Ca <= 0.26', 'Mg > 0.78']","[[0.       1.      ]
 [0.       1.      ]
 [0.780001 1.      ]
 [0.330001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.26    ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Al > 0.40', 'Mg > 0.65', 'Na <= 0.34']","[[0.       1.      ]
 [0.       0.34    ]
 [0.650001 1.      ]
 [0.400001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Mg <= 0.65', 'Na <= 0.34', 'Ca > 0.37', 'K > 0.02', 'Ba <= 0.00', 'Fe <= 0.00', '0.30 < RI <= 0.42', 'Si > 0.39']","[[0.300001 0.42    ]
 [0.       0.34    ]
 [0.       0.65    ]
 [0.       1.      ]
 [0.390001 1.      ]
 [0.020001 1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       0.      ]]"
"['Mg <= 0.65', 'Na <= 0.34', 'Ca > 0.37', 'Ba <= 0.00', 'Si > 0.57', 'Al <= 0.26', 'Fe <= 0.00', 'RI > 0.42']","[[0.420001 1.      ]
 [0.       0.34    ]
 [0.       0.65    ]
 [0.       0.26    ]
 [0.570001 1.      ]
 [0.       1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       0.      ]]"
"['Mg <= 0.65', 'Na <= 0.34', 'Ca > 0.37', 'K > 0.10', 'Ba <= 0.00', 'Si <= 0.52', 'Al > 0.33', 'RI > 0.23']","[[0.230001 1.      ]
 [0.       0.34    ]
 [0.       0.65    ]
 [0.330001 1.      ]
 [0.       0.52    ]
 [0.100001 1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       1.      ]]"
"['Mg <= 0.65', 'Na <= 0.34', 'K > 0.10', 'Ca > 0.30', '0.26 < Al <= 0.33', 'Ba <= 0.00', 'Fe <= 0.00', 'RI > 0.23']","[[0.230001 1.      ]
 [0.       0.34    ]
 [0.       0.65    ]
 [0.260001 0.33    ]
 [0.       1.      ]
 [0.100001 1.      ]
 [0.300001 1.      ]
 [0.       0.      ]
 [0.       0.      ]]"
"['Mg <= 0.65', 'Na <= 0.34', 'Ca > 0.37', 'Ba <= 0.00', '0.39 < Si <= 0.52', 'Al <= 0.33', 'Fe <= 0.00']","[[0.       1.      ]
 [0.       0.34    ]
 [0.       0.65    ]
 [0.       0.33    ]
 [0.390001 0.52    ]
 [0.       1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       0.      ]]"
"['Mg <= 0.65', 'Na <= 0.34', 'Ca > 0.37', 'Ba <= 0.00', 'Fe <= 0.00', 'Al <= 0.26', 'Si > 0.39']","[[0.       1.      ]
 [0.       0.34    ]
 [0.       0.65    ]
 [0.       0.26    ]
 [0.390001 1.      ]
 [0.       1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       0.      ]]"
"['Mg <= 0.65', 'Ca > 0.37', 'K > 0.02', 'Na <= 0.48', 'Ba <= 0.00', '0.26 < Al <= 0.40', 'Si <= 0.39', 'RI > 0.42']","[[0.420001 1.      ]
 [0.       0.48    ]
 [0.       0.65    ]
 [0.260001 0.4     ]
 [0.       0.39    ]
 [0.020001 1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       1.      ]]"
"['Mg <= 0.65', 'Na <= 0.40', 'Ca > 0.37', 'K > 0.02', 'Fe <= 0.00', 'Ba <= 0.00', '0.39 < Si <= 0.52', 'Al <= 0.40', '0.30 < RI <= 0.42']","[[0.300001 0.42    ]
 [0.       0.4     ]
 [0.       0.65    ]
 [0.       0.4     ]
 [0.390001 0.52    ]
 [0.020001 1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       0.      ]]"
"['Mg <= 0.65', 'Na <= 0.40', 'Ca > 0.37', '0.23 < RI <= 0.42', 'K > 0.02', 'Ba <= 0.00', 'Fe <= 0.06']","[[0.230001 0.42    ]
 [0.       0.4     ]
 [0.       0.65    ]
 [0.       1.      ]
 [0.       1.      ]
 [0.020001 1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       0.06    ]]"
"['Mg <= 0.65', 'Ca > 0.37', 'K > 0.02', 'Fe <= 0.00', 'Si <= 0.52', 'Na <= 0.48', 'Ba <= 0.00', 'Al > 0.33', 'RI > 0.42']","[[0.420001 1.      ]
 [0.       0.48    ]
 [0.       0.65    ]
 [0.330001 1.      ]
 [0.       0.52    ]
 [0.020001 1.      ]
 [0.370001 1.      ]
 [0.       0.      ]
 [0.       0.      ]]"
"['Mg <= 0.65', 'K > 0.10', 'Na <= 0.34', 'Si <= 0.39', 'Ba <= 0.00', 'Fe <= 0.06']","[[0.       1.      ]
 [0.       0.34    ]
 [0.       0.65    ]
 [0.       1.      ]
 [0.       0.39    ]
 [0.100001 1.      ]
 [0.       1.      ]
 [0.       0.      ]
 [0.       0.06    ]]"
"['Mg <= 0.65', 'Ba > 0.00', 'RI > 0.23']","[[2.30001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Ba > 0.00', 'Al > 0.40', 'Na > 0.40', 'RI <= 0.23']","[[0.00000e+00 2.30000e-01]
 [4.00001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [4.00001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00']","[[0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 6.5e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [1.0e-06 1.0e+00]
 [0.0e+00 1.0e+00]]"
"['Mg <= 0.65', 'Si > 0.57', 'Na > 0.48', 'RI <= 0.42']","[[0.       0.42    ]
 [0.480001 1.      ]
 [0.       0.65    ]
 [0.       1.      ]
 [0.570001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Mg <= 0.65', 'Al > 0.40', 'Na > 0.48', 'RI <= 0.42', 'K <= 0.02', 'Si > 0.39', 'Ca > 0.26', 'Fe <= 0.00']","[[0.       0.42    ]
 [0.480001 1.      ]
 [0.       0.65    ]
 [0.400001 1.      ]
 [0.390001 1.      ]
 [0.       0.02    ]
 [0.260001 1.      ]
 [0.       1.      ]
 [0.       0.      ]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Na > 0.48', 'Fe <= 0.00']","[[0.00000e+00 1.00000e+00]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 0.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'RI <= 0.42', 'Na > 0.48', 'Al > 0.40', '0.26 < Ca <= 0.37', 'K <= 0.02', 'Si > 0.57']","[[0.00000e+00 4.20000e-01]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [4.00001e-01 1.00000e+00]
 [5.70001e-01 1.00000e+00]
 [0.00000e+00 2.00000e-02]
 [2.60001e-01 3.70000e-01]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Si <= 0.57']","[[0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 6.5e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 5.7e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [1.0e-06 1.0e+00]
 [0.0e+00 1.0e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Na > 0.48']","[[0.00000e+00 1.00000e+00]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Fe <= 0.06']","[[0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 6.5e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [1.0e-06 1.0e+00]
 [0.0e+00 6.0e-02]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Na > 0.48']","[[0.00000e+00 1.00000e+00]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'RI > 0.23']","[[2.30001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Na > 0.48', 'Al > 0.40', 'RI <= 0.42', 'Ca <= 0.37', 'K <= 0.08', 'Si > 0.39']","[[0.00000e+00 4.20000e-01]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [4.00001e-01 1.00000e+00]
 [3.90001e-01 1.00000e+00]
 [0.00000e+00 8.00000e-02]
 [0.00000e+00 3.70000e-01]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'RI > 0.23']","[[2.30001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'RI > 0.23']","[[2.30001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Al > 0.40', 'Na > 0.48', 'Fe <= 0.00', 'RI <= 0.23', 'Si > 0.52', 'K <= 0.02']","[[0.00000e+00 2.30000e-01]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [4.00001e-01 1.00000e+00]
 [5.20001e-01 1.00000e+00]
 [0.00000e+00 2.00000e-02]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 0.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Fe <= 0.06']","[[0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 6.5e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [1.0e-06 1.0e+00]
 [0.0e+00 6.0e-02]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Na > 0.48', 'Fe <= 0.00']","[[0.00000e+00 1.00000e+00]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 0.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00']","[[0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 6.5e-01]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [0.0e+00 1.0e+00]
 [1.0e-06 1.0e+00]
 [0.0e+00 1.0e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Na > 0.48']","[[0.00000e+00 1.00000e+00]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Ba > 0.00', 'RI > 0.23']","[[2.30001e-01 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 1.00000e+00]]"
"['Mg <= 0.65', 'Al > 0.40', 'Na > 0.48', 'Si > 0.52', 'Fe <= 0.06']","[[0.       1.      ]
 [0.480001 1.      ]
 [0.       0.65    ]
 [0.400001 1.      ]
 [0.520001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.       0.06    ]]"
"['Mg <= 0.65', 'Ca <= 0.30', 'Si > 0.57', 'Na > 0.48', 'Fe <= 0.06', 'RI <= 0.42', 'K <= 0.08']","[[0.       0.42    ]
 [0.480001 1.      ]
 [0.       0.65    ]
 [0.       1.      ]
 [0.570001 1.      ]
 [0.       0.08    ]
 [0.       0.3     ]
 [0.       1.      ]
 [0.       0.06    ]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Fe <= 0.06', 'Na > 0.48']","[[0.00000e+00 1.00000e+00]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 6.00000e-02]]"
"['Mg <= 0.65', 'Al > 0.33', 'Ca <= 0.37', 'Na > 0.40', 'Si > 0.57']","[[0.       1.      ]
 [0.400001 1.      ]
 [0.       0.65    ]
 [0.330001 1.      ]
 [0.570001 1.      ]
 [0.       1.      ]
 [0.       0.37    ]
 [0.       1.      ]
 [0.       1.      ]]"
"['Mg <= 0.65', 'Ba > 0.00', 'Fe <= 0.06', 'Na > 0.48']","[[0.00000e+00 1.00000e+00]
 [4.80001e-01 1.00000e+00]
 [0.00000e+00 6.50000e-01]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [0.00000e+00 1.00000e+00]
 [1.00000e-06 1.00000e+00]
 [0.00000e+00 6.00000e-02]]"
